date,BTC-USD,EUNL.DE,QQQ,TSLA,V,VOO,XAR,XRP-USD
2017-11-10,0.005410212586893741,4.005352035444516e-06,4.186619839948905e-09,0.0,5.374268627535253e-06,3.4848146846363644e-07,7.501145938645896e-05,0.0025604094112017194
2017-11-13,7.853489523771483e-05,1.7873790523216227e-06,1.5286056801581685e-06,0.00167759491751651,1.840892918620134e-05,1.3959199859675456e-06,7.417761586156876e-05,0.0002169022085961812
2017-11-14,0.00013516079970954265,0.00012947734789057515,1.3244270304462555e-05,0.0004512594683239549,2.7110328285393657e-05,5.972793977832985e-06,2.679205247551629e-06,0.0009843887509249716
2017-11-15,0.010494688722051306,2.6943277016509675e-05,2.2061845076088376e-05,7.09361857826863e-05,0.00023868401993748815,2.6123971072679625e-05,4.9543414789983736e-05,0.00022266517715017038
2017-11-16,0.00577950904000565,7.827888787932381e-05,0.00016331940459367517,1.4859475231428692e-05,7.688309867489734e-05,7.282949311060571e-05,0.00012978238740758892,0.004415653035442988
2017-11-17,0.00042720623569793964,9.911011997487729e-06,1.457706978953327e-05,6.658566789377678e-05,0.00011683397094079613,7.259814166931732e-06,2.632997726450233e-05,5.364187827762067e-06
2017-11-20,0.0040673922875766174,2.9310231838247668e-05,6.070118618952247e-07,0.00040114177201590226,1.4020624733773966e-06,1.7122549819435934e-06,7.53510658525102e-05,0.0028887113023453185
2017-11-21,0.000248907538315304,4.8377338664059816e-05,0.00011785495104445548,0.0008630331505703427,0.0001861143843363579,4.436429406681887e-05,0.0001345278103011558,0.000528332912589022
2017-11-22,0.0005100857913450678,1.9859009682583742e-05,1.4922744374350202e-06,0.00026874292880317866,3.1955865726296276e-05,5.066008305555036e-07,1.655208835286354e-05,0.000573839597574704
2017-11-24,2.9029764874141874e-10,4.508312017631735e-05,1.3406041024731569e-05,8.90566394201672e-05,0.00010768870295645081,4.391211661149724e-06,4.429288054180574e-06,0.0005861707679857435
2017-11-27,0.03593711035284882,1.2692645140280286e-06,2.005675440125641e-07,1.5944133647163186e-05,1.3409321214792867e-05,8.571242660219261e-08,1.3734881784631852e-07,0.0014404581504722316
2017-11-28,0.0005997541804147298,5.2107907053926483e-05,6.557953735226871e-06,5.455943849537237e-06,7.604354195382628e-05,9.829394422374488e-05,0.000223587752395686,0.0317204475569797
2017-11-29,0.00028626810038957345,1.4495911572793528e-05,0.0003039543521713343,0.0009936747827809578,0.0009532843933750077,1.390317355502677e-07,1.7136232469034857e-05,0.0351524745574894
2017-11-30,0.0012171402258871096,1.9912976125030977e-07,7.029738387473031e-05,1.8144408681891234e-05,0.0006175238009595645,7.005719609421667e-05,0.0001292949640076952,0.0010334895411274992
2017-12-01,0.0052571572572119385,0.00011479570332153243,1.8093271892807915e-05,5.64263639756985e-05,0.0002729098035489662,3.4190301624157082e-06,0.0001866136849804671,0.0003692746806311536
2017-12-04,0.0038565893630614708,0.0002979357921945065,0.00013276245529103984,1.882607378272528e-05,0.0008881755453842423,1.1454171619797543e-06,2.4035350203069963e-05,6.926075329697258e-05
2017-12-05,0.0004955485555347099,1.2285663529739064e-08,4.292835108377893e-07,2.4154620577206708e-05,0.00011459059344490147,1.2562433820762163e-05,7.433620358229454e-05,0.0008678439763428982
2017-12-06,0.039713849199767164,4.9209848746249e-06,2.0386510763874047e-05,0.0009908903090879476,0.0001141322441511701,1.7186195597191539e-09,0.00011152092681410222,0.0030345935883522787
2017-12-07,0.06374195641075464,2.088187388676808e-06,1.147614651503601e-05,4.1581837612185294e-05,0.00022881558612978682,1.0948574770201808e-05,6.38571122600541e-05,0.0017474814202479028
2017-12-08,0.005523405784688162,4.0032041080576094e-05,1.9496855878706555e-05,0.00015621133712306158,0.00011603824845892572,2.9611367870934014e-05,3.7186694533656684e-07,0.017293167453742903
2017-12-11,0.0004916608666096898,1.2171779221239378e-08,6.0160742952151826e-05,0.0019121373569296039,4.172959668186663e-06,1.0493457401715134e-05,7.917443286060094e-05,2.9628554577690912e-06
