,actual,predicted,abs_error,mape (%)
1970-01-01 00:00:00.000001901,102.7300033569336,102.55329178272427,0.17671157420932104,0.17201554408144987
1970-01-01 00:00:00.000001902,102.94499969482422,102.5706495553024,0.37435013952182317,0.36364091566522627
1970-01-01 00:00:00.000001903,103.8249969482422,102.6137853791703,1.2112115690719065,1.166589554224314
1970-01-01 00:00:00.000001904,104.25499725341795,102.63129606192963,1.6237011914883226,1.5574324821490417
1970-01-01 00:00:00.000001905,104.74500274658205,102.67427988264855,2.070722863933497,1.9769180482465236
1970-01-01 00:00:00.000001906,104.98999786376952,102.69194166690497,2.2980561968645503,2.1888334542557173
1970-01-01 00:00:00.000001907,101.8249969482422,102.7347752824303,0.909778334188104,0.8934724885388857
1970-01-01 00:00:00.000001908,103.0199966430664,102.7525863808935,0.267410262172902,0.2595712200412886
1970-01-01 00:00:00.000001909,102.73999786376952,102.79527156791369,0.05527370414417021,0.05379959635337121
1970-01-01 00:00:00.000001910,103.04000091552734,102.8132302144342,0.22677070109314457,0.2200802591986118
1970-01-01 00:00:00.000001911,103.2300033569336,102.8557687286223,0.3742346283112994,0.36252505680671704
1970-01-01 00:00:00.000001912,103.5500030517578,102.87387317794135,0.6761298738164498,0.6529501244712637
1970-01-01 00:00:00.000001913,104.18499755859376,102.91626675420356,1.2687308043902021,1.2177672737158405
1970-01-01 00:00:00.000001914,104.15499877929688,102.93451528170607,1.2204834975908057,1.1717954125053516
1970-01-01 00:00:00.000001915,104.30999755859376,102.97676563442745,1.3332319241663129,1.2781439510794737
1970-01-01 00:00:00.000001916,104.86000061035156,102.99515653589773,1.8648440744538277,1.778413182909837
1970-01-01 00:00:00.000001917,104.5500030517578,103.03726535918489,1.5127376925729124,1.4469035374623824
1970-01-01 00:00:00.000001918,104.7300033569336,103.05579695056545,1.6742064063681426,1.598592908148993
1970-01-01 00:00:00.000001919,104.7300033569336,103.09776591848639,1.6322374384472056,1.5585194176728192
1970-01-01 00:00:00.000001920,104.125,103.11643653563945,1.0085634643605488,0.9686083691337802
1970-01-01 00:00:00.000001921,104.56999969482422,103.15826730246063,1.4117323923635894,1.3500357621531716
1970-01-01 00:00:00.000001922,105.12999725341795,103.17707530093251,1.9529219524854398,1.8576257999682835
1970-01-01 00:00:00.000001923,105.04000091552734,103.21876950135305,1.8212314141742922,1.7338455810171953
1970-01-01 00:00:00.000001924,104.80500030517578,103.23771325614133,1.567287049034448,1.4954315581038624
1970-01-01 00:00:00.000001925,105.6750030517578,103.27927250552445,2.3957305462333522,2.2670740260683644
1970-01-01 00:00:00.000001926,105.34500122070312,103.29835041084793,2.046650809855194,1.9428077138348092
1970-01-01 00:00:00.000001927,104.58499908447266,103.33977630544965,1.2452227790230097,1.1906322990137916
1970-01-01 00:00:00.000001928,103.63500213623048,103.35898677452094,0.2760153617095398,0.2663341110821916
1970-01-01 00:00:00.000001929,104.38999938964844,103.40028089171615,0.9897184979322873,0.9480970435089686
1970-01-01 00:00:00.000001930,105.25,103.41962235651707,1.830377643482933,1.7390761458270148
