date,ticker,asset_class,close,currency
2015-03-28,BTC-USD,Crypto,252.79800415039062,USD
2015-03-29,BTC-USD,Crypto,242.71299743652344,USD
2015-03-30,BTC-USD,Crypto,247.5260009765625,USD
2015-03-31,BTC-USD,Crypto,244.2239990234375,USD
2015-04-01,BTC-USD,Crypto,247.27200317382812,USD
2015-04-02,BTC-USD,Crypto,253.0050048828125,USD
2015-04-03,BTC-USD,Crypto,254.32200622558594,USD
2015-04-04,BTC-USD,Crypto,253.69700622558594,USD
2015-04-05,BTC-USD,Crypto,260.5979919433594,USD
2015-04-06,BTC-USD,Crypto,255.49200439453125,USD
2015-04-07,BTC-USD,Crypto,253.17999267578125,USD
2015-04-08,BTC-USD,Crypto,245.02200317382812,USD
2015-04-09,BTC-USD,Crypto,243.67599487304688,USD
2015-04-10,BTC-USD,Crypto,236.07200622558594,USD
2015-04-11,BTC-USD,Crypto,236.552001953125,USD
2015-04-12,BTC-USD,Crypto,236.1529998779297,USD
2015-04-13,BTC-USD,Crypto,224.58700561523438,USD
2015-04-14,BTC-USD,Crypto,219.15899658203125,USD
2015-04-15,BTC-USD,Crypto,223.83299255371094,USD
2015-04-16,BTC-USD,Crypto,228.572998046875,USD
2015-04-17,BTC-USD,Crypto,222.8820037841797,USD
2015-04-18,BTC-USD,Crypto,223.3560028076172,USD
2015-04-19,BTC-USD,Crypto,222.60000610351562,USD
2015-04-20,BTC-USD,Crypto,224.62600708007812,USD
2015-04-21,BTC-USD,Crypto,235.2689971923828,USD
2015-04-22,BTC-USD,Crypto,234.17599487304688,USD
2015-04-23,BTC-USD,Crypto,236.46200561523438,USD
2015-04-24,BTC-USD,Crypto,231.26800537109375,USD
2015-04-25,BTC-USD,Crypto,226.38999938964844,USD
2015-04-26,BTC-USD,Crypto,219.42999267578125,USD
2015-04-27,BTC-USD,Crypto,229.28599548339844,USD
2015-04-28,BTC-USD,Crypto,225.85499572753906,USD
2015-04-29,BTC-USD,Crypto,225.80799865722656,USD
2015-04-30,BTC-USD,Crypto,236.14500427246094,USD
2015-05-01,BTC-USD,Crypto,232.07899475097656,USD
2015-05-02,BTC-USD,Crypto,234.92999267578125,USD
2015-05-03,BTC-USD,Crypto,240.35800170898438,USD
2015-05-04,BTC-USD,Crypto,239.01800537109375,USD
2015-05-05,BTC-USD,Crypto,236.12100219726562,USD
2015-05-06,BTC-USD,Crypto,229.78199768066406,USD
2015-05-07,BTC-USD,Crypto,237.33399963378906,USD
2015-05-08,BTC-USD,Crypto,243.86300659179688,USD
2015-05-09,BTC-USD,Crypto,241.83200073242188,USD
2015-05-10,BTC-USD,Crypto,240.29600524902344,USD
2015-05-11,BTC-USD,Crypto,242.1580047607422,USD
2015-05-12,BTC-USD,Crypto,241.11199951171875,USD
2015-05-13,BTC-USD,Crypto,236.3769989013672,USD
2015-05-14,BTC-USD,Crypto,236.9290008544922,USD
2015-05-15,BTC-USD,Crypto,237.60499572753906,USD
2015-05-16,BTC-USD,Crypto,236.1529998779297,USD
2015-05-17,BTC-USD,Crypto,236.802001953125,USD
2015-05-18,BTC-USD,Crypto,233.1280059814453,USD
2015-05-19,BTC-USD,Crypto,231.94700622558594,USD
2015-05-20,BTC-USD,Crypto,234.01800537109375,USD
2015-05-21,BTC-USD,Crypto,235.343994140625,USD
2015-05-22,BTC-USD,Crypto,240.34800720214844,USD
2015-05-23,BTC-USD,Crypto,238.8719940185547,USD
2015-05-24,BTC-USD,Crypto,240.9530029296875,USD
2015-05-25,BTC-USD,Crypto,237.11000061035156,USD
2015-05-26,BTC-USD,Crypto,237.11599731445312,USD
2015-05-27,BTC-USD,Crypto,237.2830047607422,USD
2015-05-28,BTC-USD,Crypto,237.4080047607422,USD
2015-05-29,BTC-USD,Crypto,237.0959930419922,USD
2015-05-30,BTC-USD,Crypto,233.34500122070312,USD
2015-05-31,BTC-USD,Crypto,230.19000244140625,USD
2015-06-01,BTC-USD,Crypto,222.92599487304688,USD
2015-06-02,BTC-USD,Crypto,225.80299377441406,USD
2015-06-03,BTC-USD,Crypto,225.87399291992188,USD
2015-06-04,BTC-USD,Crypto,224.32400512695312,USD
2015-06-05,BTC-USD,Crypto,224.95199584960938,USD
2015-06-06,BTC-USD,Crypto,225.61900329589844,USD
2015-06-07,BTC-USD,Crypto,222.88099670410156,USD
2015-06-08,BTC-USD,Crypto,228.48899841308594,USD
2015-06-09,BTC-USD,Crypto,229.04800415039062,USD
2015-06-10,BTC-USD,Crypto,228.80299377441406,USD
2015-06-11,BTC-USD,Crypto,229.7050018310547,USD
2015-06-12,BTC-USD,Crypto,229.98199462890625,USD
2015-06-13,BTC-USD,Crypto,232.40199279785156,USD
2015-06-14,BTC-USD,Crypto,233.54299926757812,USD
2015-06-15,BTC-USD,Crypto,236.822998046875,USD
2015-06-16,BTC-USD,Crypto,250.89500427246094,USD
2015-06-17,BTC-USD,Crypto,249.28399658203125,USD
2015-06-18,BTC-USD,Crypto,249.0070037841797,USD
2015-06-19,BTC-USD,Crypto,244.6060028076172,USD
2015-06-20,BTC-USD,Crypto,245.21200561523438,USD
2015-06-21,BTC-USD,Crypto,243.94400024414062,USD
2015-06-22,BTC-USD,Crypto,246.99000549316406,USD
2015-06-23,BTC-USD,Crypto,244.29600524902344,USD
2015-06-24,BTC-USD,Crypto,240.51499938964844,USD
2015-06-25,BTC-USD,Crypto,242.7989959716797,USD
2015-06-26,BTC-USD,Crypto,243.593994140625,USD
2015-06-27,BTC-USD,Crypto,250.99000549316406,USD
2015-06-28,BTC-USD,Crypto,249.01100158691406,USD
2015-06-29,BTC-USD,Crypto,257.0639953613281,USD
2015-06-30,BTC-USD,Crypto,263.0719909667969,USD
2015-07-01,BTC-USD,Crypto,258.6210021972656,USD
2015-07-02,BTC-USD,Crypto,255.41200256347656,USD
2015-07-03,BTC-USD,Crypto,256.33599853515625,USD
2015-07-04,BTC-USD,Crypto,260.885986328125,USD
2015-07-05,BTC-USD,Crypto,271.9129943847656,USD
2015-07-06,BTC-USD,Crypto,269.0299987792969,USD
2015-07-07,BTC-USD,Crypto,266.2070007324219,USD
2015-07-08,BTC-USD,Crypto,270.7850036621094,USD
2015-07-09,BTC-USD,Crypto,269.2279968261719,USD
2015-07-10,BTC-USD,Crypto,284.8940124511719,USD
2015-07-11,BTC-USD,Crypto,293.114990234375,USD
2015-07-12,BTC-USD,Crypto,310.86700439453125,USD
2015-07-13,BTC-USD,Crypto,292.0539855957031,USD
2015-07-14,BTC-USD,Crypto,287.4639892578125,USD
2015-07-15,BTC-USD,Crypto,285.8290100097656,USD
2015-07-16,BTC-USD,Crypto,278.0889892578125,USD
2015-07-17,BTC-USD,Crypto,279.47198486328125,USD
2015-07-18,BTC-USD,Crypto,274.9010009765625,USD
2015-07-19,BTC-USD,Crypto,273.614013671875,USD
2015-07-20,BTC-USD,Crypto,278.9809875488281,USD
2015-07-21,BTC-USD,Crypto,275.8330078125,USD
2015-07-22,BTC-USD,Crypto,277.22198486328125,USD
2015-07-23,BTC-USD,Crypto,276.04901123046875,USD
2015-07-24,BTC-USD,Crypto,288.27801513671875,USD
2015-07-25,BTC-USD,Crypto,288.6969909667969,USD
2015-07-26,BTC-USD,Crypto,292.6860046386719,USD
2015-07-27,BTC-USD,Crypto,293.6239929199219,USD
2015-07-28,BTC-USD,Crypto,294.427001953125,USD
2015-07-29,BTC-USD,Crypto,289.5899963378906,USD
2015-07-30,BTC-USD,Crypto,287.72198486328125,USD
2015-07-31,BTC-USD,Crypto,284.6499938964844,USD
2015-08-01,BTC-USD,Crypto,281.60101318359375,USD
2015-08-02,BTC-USD,Crypto,282.614013671875,USD
2015-08-03,BTC-USD,Crypto,281.22698974609375,USD
2015-08-04,BTC-USD,Crypto,285.2179870605469,USD
2015-08-05,BTC-USD,Crypto,281.8819885253906,USD
2015-08-06,BTC-USD,Crypto,278.5769958496094,USD
2015-08-07,BTC-USD,Crypto,279.5849914550781,USD
2015-08-08,BTC-USD,Crypto,260.99700927734375,USD
2015-08-09,BTC-USD,Crypto,265.0830078125,USD
2015-08-10,BTC-USD,Crypto,264.4700012207031,USD
2015-08-11,BTC-USD,Crypto,270.385986328125,USD
2015-08-12,BTC-USD,Crypto,266.3760070800781,USD
2015-08-13,BTC-USD,Crypto,264.0799865722656,USD
2015-08-14,BTC-USD,Crypto,265.67999267578125,USD
2015-08-15,BTC-USD,Crypto,261.5509948730469,USD
2015-08-16,BTC-USD,Crypto,258.5069885253906,USD
2015-08-17,BTC-USD,Crypto,257.97601318359375,USD
2015-08-18,BTC-USD,Crypto,211.07899475097656,USD
2015-08-19,BTC-USD,Crypto,226.6840057373047,USD
2015-08-20,BTC-USD,Crypto,235.35000610351562,USD
2015-08-21,BTC-USD,Crypto,232.56900024414062,USD
2015-08-22,BTC-USD,Crypto,230.38999938964844,USD
2015-08-23,BTC-USD,Crypto,228.16900634765625,USD
2015-08-24,BTC-USD,Crypto,210.4949951171875,USD
2015-08-25,BTC-USD,Crypto,221.60899353027344,USD
2015-08-26,BTC-USD,Crypto,225.83099365234375,USD
2015-08-27,BTC-USD,Crypto,224.7689971923828,USD
2015-08-28,BTC-USD,Crypto,231.39599609375,USD
2015-08-29,BTC-USD,Crypto,229.77999877929688,USD
2015-08-30,BTC-USD,Crypto,228.76100158691406,USD
2015-08-31,BTC-USD,Crypto,230.05599975585938,USD
2015-09-01,BTC-USD,Crypto,228.12100219726562,USD
2015-09-02,BTC-USD,Crypto,229.28399658203125,USD
2015-09-03,BTC-USD,Crypto,227.18299865722656,USD
2015-09-04,BTC-USD,Crypto,230.29800415039062,USD
2015-09-05,BTC-USD,Crypto,235.0189971923828,USD
2015-09-06,BTC-USD,Crypto,239.83999633789062,USD
2015-09-07,BTC-USD,Crypto,239.8470001220703,USD
2015-09-08,BTC-USD,Crypto,243.60699462890625,USD
2015-09-09,BTC-USD,Crypto,238.16799926757812,USD
2015-09-10,BTC-USD,Crypto,238.4770050048828,USD
2015-09-11,BTC-USD,Crypto,240.10699462890625,USD
2015-09-12,BTC-USD,Crypto,235.22900390625,USD
2015-09-13,BTC-USD,Crypto,230.51199340820312,USD
2015-09-14,BTC-USD,Crypto,230.6439971923828,USD
2015-09-15,BTC-USD,Crypto,230.3040008544922,USD
2015-09-16,BTC-USD,Crypto,229.09100341796875,USD
2015-09-17,BTC-USD,Crypto,229.80999755859375,USD
2015-09-18,BTC-USD,Crypto,232.97500610351562,USD
2015-09-19,BTC-USD,Crypto,231.4929962158203,USD
2015-09-20,BTC-USD,Crypto,231.21200561523438,USD
2015-09-21,BTC-USD,Crypto,227.0850067138672,USD
2015-09-22,BTC-USD,Crypto,230.6179962158203,USD
2015-09-23,BTC-USD,Crypto,230.2830047607422,USD
2015-09-24,BTC-USD,Crypto,234.5290069580078,USD
2015-09-25,BTC-USD,Crypto,235.1439971923828,USD
2015-09-26,BTC-USD,Crypto,234.33999633789062,USD
2015-09-27,BTC-USD,Crypto,232.7570037841797,USD
2015-09-28,BTC-USD,Crypto,239.14199829101562,USD
2015-09-29,BTC-USD,Crypto,236.68699645996094,USD
2015-09-30,BTC-USD,Crypto,236.05999755859375,USD
2015-10-01,BTC-USD,Crypto,237.5489959716797,USD
2015-10-02,BTC-USD,Crypto,237.29299926757812,USD
2015-10-03,BTC-USD,Crypto,238.72999572753906,USD
2015-10-04,BTC-USD,Crypto,238.25900268554688,USD
2015-10-05,BTC-USD,Crypto,240.38299560546875,USD
2015-10-06,BTC-USD,Crypto,246.06300354003906,USD
2015-10-07,BTC-USD,Crypto,242.968994140625,USD
2015-10-08,BTC-USD,Crypto,242.3040008544922,USD
2015-10-09,BTC-USD,Crypto,243.93099975585938,USD
2015-10-10,BTC-USD,Crypto,244.9409942626953,USD
2015-10-11,BTC-USD,Crypto,247.0500030517578,USD
2015-10-12,BTC-USD,Crypto,245.30799865722656,USD
2015-10-13,BTC-USD,Crypto,249.50799560546875,USD
2015-10-14,BTC-USD,Crypto,251.98899841308594,USD
2015-10-15,BTC-USD,Crypto,254.32000732421875,USD
2015-10-16,BTC-USD,Crypto,262.8689880371094,USD
2015-10-17,BTC-USD,Crypto,270.6400146484375,USD
2015-10-18,BTC-USD,Crypto,261.64300537109375,USD
2015-10-19,BTC-USD,Crypto,263.43701171875,USD
2015-10-20,BTC-USD,Crypto,269.4630126953125,USD
2015-10-21,BTC-USD,Crypto,266.2720031738281,USD
2015-10-22,BTC-USD,Crypto,274.02301025390625,USD
2015-10-23,BTC-USD,Crypto,276.4960021972656,USD
2015-10-24,BTC-USD,Crypto,281.65399169921875,USD
2015-10-25,BTC-USD,Crypto,283.67999267578125,USD
2015-10-26,BTC-USD,Crypto,285.29998779296875,USD
2015-10-27,BTC-USD,Crypto,293.7879943847656,USD
2015-10-28,BTC-USD,Crypto,304.6180114746094,USD
2015-10-29,BTC-USD,Crypto,313.8550109863281,USD
2015-10-30,BTC-USD,Crypto,328.0150146484375,USD
2015-10-31,BTC-USD,Crypto,314.1659851074219,USD
2015-11-01,BTC-USD,Crypto,325.4309997558594,USD
2015-11-02,BTC-USD,Crypto,361.1889953613281,USD
2015-11-03,BTC-USD,Crypto,403.4169921875,USD
2015-11-04,BTC-USD,Crypto,411.56298828125,USD
2015-11-05,BTC-USD,Crypto,386.35400390625,USD
2015-11-06,BTC-USD,Crypto,374.4700012207031,USD
2015-11-07,BTC-USD,Crypto,386.48199462890625,USD
2015-11-08,BTC-USD,Crypto,373.3680114746094,USD
2015-11-09,BTC-USD,Crypto,380.2569885253906,USD
2015-11-10,BTC-USD,Crypto,336.8190002441406,USD
2015-11-11,BTC-USD,Crypto,311.0840148925781,USD
2015-11-12,BTC-USD,Crypto,338.1520080566406,USD
2015-11-13,BTC-USD,Crypto,336.75299072265625,USD
2015-11-14,BTC-USD,Crypto,332.906005859375,USD
2015-11-15,BTC-USD,Crypto,320.1659851074219,USD
2015-11-16,BTC-USD,Crypto,330.7510070800781,USD
2015-11-17,BTC-USD,Crypto,335.093994140625,USD
2015-11-18,BTC-USD,Crypto,334.5899963378906,USD
2015-11-19,BTC-USD,Crypto,326.14898681640625,USD
2015-11-20,BTC-USD,Crypto,322.0220031738281,USD
2015-11-21,BTC-USD,Crypto,326.927001953125,USD
2015-11-22,BTC-USD,Crypto,324.5360107421875,USD
2015-11-23,BTC-USD,Crypto,323.0459899902344,USD
2015-11-24,BTC-USD,Crypto,320.0459899902344,USD
2015-11-25,BTC-USD,Crypto,328.20599365234375,USD
2015-11-26,BTC-USD,Crypto,352.6839904785156,USD
2015-11-27,BTC-USD,Crypto,358.0419921875,USD
2015-11-28,BTC-USD,Crypto,357.3810119628906,USD
2015-11-29,BTC-USD,Crypto,371.29400634765625,USD
2015-11-30,BTC-USD,Crypto,377.3210144042969,USD
2015-12-01,BTC-USD,Crypto,362.4880065917969,USD
2015-12-02,BTC-USD,Crypto,359.18701171875,USD
2015-12-03,BTC-USD,Crypto,361.0459899902344,USD
2015-12-04,BTC-USD,Crypto,363.1830139160156,USD
2015-12-05,BTC-USD,Crypto,388.9490051269531,USD
2015-12-06,BTC-USD,Crypto,388.7829895019531,USD
2015-12-07,BTC-USD,Crypto,395.5360107421875,USD
2015-12-08,BTC-USD,Crypto,415.56298828125,USD
2015-12-09,BTC-USD,Crypto,417.56298828125,USD
2015-12-10,BTC-USD,Crypto,415.47900390625,USD
2015-12-11,BTC-USD,Crypto,451.93798828125,USD
2015-12-12,BTC-USD,Crypto,434.99700927734375,USD
2015-12-13,BTC-USD,Crypto,433.7550048828125,USD
2015-12-14,BTC-USD,Crypto,444.1820068359375,USD
2015-12-15,BTC-USD,Crypto,465.3210144042969,USD
2015-12-16,BTC-USD,Crypto,454.9339904785156,USD
2015-12-17,BTC-USD,Crypto,456.0780029296875,USD
2015-12-18,BTC-USD,Crypto,463.6159973144531,USD
2015-12-19,BTC-USD,Crypto,462.3219909667969,USD
2015-12-20,BTC-USD,Crypto,442.68499755859375,USD
2015-12-21,BTC-USD,Crypto,438.6390075683594,USD
2015-12-22,BTC-USD,Crypto,436.5719909667969,USD
2015-12-23,BTC-USD,Crypto,442.4010009765625,USD
2015-12-24,BTC-USD,Crypto,454.9849853515625,USD
2015-12-25,BTC-USD,Crypto,455.65301513671875,USD
2015-12-26,BTC-USD,Crypto,417.27398681640625,USD
2015-12-27,BTC-USD,Crypto,422.822998046875,USD
2015-12-28,BTC-USD,Crypto,422.27899169921875,USD
2015-12-29,BTC-USD,Crypto,432.9830017089844,USD
2015-12-30,BTC-USD,Crypto,426.6199951171875,USD
2015-12-31,BTC-USD,Crypto,430.5669860839844,USD
2016-01-01,BTC-USD,Crypto,434.3340148925781,USD
2016-01-02,BTC-USD,Crypto,433.43798828125,USD
2016-01-03,BTC-USD,Crypto,430.010986328125,USD
2016-01-04,BTC-USD,Crypto,433.09100341796875,USD
2016-01-05,BTC-USD,Crypto,431.9599914550781,USD
2016-01-06,BTC-USD,Crypto,429.1050109863281,USD
2016-01-07,BTC-USD,Crypto,458.0480041503906,USD
2016-01-08,BTC-USD,Crypto,453.2300109863281,USD
2016-01-09,BTC-USD,Crypto,447.6109924316406,USD
2016-01-10,BTC-USD,Crypto,447.9909973144531,USD
2016-01-11,BTC-USD,Crypto,448.4280090332031,USD
2016-01-12,BTC-USD,Crypto,435.69000244140625,USD
2016-01-13,BTC-USD,Crypto,432.3710021972656,USD
2016-01-14,BTC-USD,Crypto,430.3059997558594,USD
2016-01-15,BTC-USD,Crypto,364.33099365234375,USD
2016-01-16,BTC-USD,Crypto,387.5360107421875,USD
2016-01-17,BTC-USD,Crypto,382.29901123046875,USD
2016-01-18,BTC-USD,Crypto,387.1679992675781,USD
2016-01-19,BTC-USD,Crypto,380.14898681640625,USD
2016-01-20,BTC-USD,Crypto,420.2300109863281,USD
2016-01-21,BTC-USD,Crypto,410.2619934082031,USD
2016-01-22,BTC-USD,Crypto,382.49200439453125,USD
2016-01-23,BTC-USD,Crypto,387.4909973144531,USD
2016-01-24,BTC-USD,Crypto,402.97100830078125,USD
2016-01-25,BTC-USD,Crypto,391.72601318359375,USD
2016-01-26,BTC-USD,Crypto,392.15301513671875,USD
2016-01-27,BTC-USD,Crypto,394.97198486328125,USD
2016-01-28,BTC-USD,Crypto,380.28900146484375,USD
2016-01-29,BTC-USD,Crypto,379.4739990234375,USD
2016-01-30,BTC-USD,Crypto,378.2550048828125,USD
2016-01-31,BTC-USD,Crypto,368.7669982910156,USD
2016-02-01,BTC-USD,Crypto,373.0559997558594,USD
2016-02-02,BTC-USD,Crypto,374.447998046875,USD
2016-02-03,BTC-USD,Crypto,369.9490051269531,USD
2016-02-04,BTC-USD,Crypto,389.593994140625,USD
2016-02-05,BTC-USD,Crypto,386.54901123046875,USD
2016-02-06,BTC-USD,Crypto,376.5220031738281,USD
2016-02-07,BTC-USD,Crypto,376.6199951171875,USD
2016-02-08,BTC-USD,Crypto,373.4469909667969,USD
2016-02-09,BTC-USD,Crypto,376.02899169921875,USD
2016-02-10,BTC-USD,Crypto,381.64898681640625,USD
2016-02-11,BTC-USD,Crypto,379.65399169921875,USD
2016-02-12,BTC-USD,Crypto,384.26300048828125,USD
2016-02-13,BTC-USD,Crypto,391.8599853515625,USD
2016-02-14,BTC-USD,Crypto,407.2300109863281,USD
2016-02-15,BTC-USD,Crypto,400.18499755859375,USD
2016-02-16,BTC-USD,Crypto,407.4880065917969,USD
2016-02-17,BTC-USD,Crypto,416.3219909667969,USD
2016-02-18,BTC-USD,Crypto,422.37298583984375,USD
2016-02-19,BTC-USD,Crypto,420.7850036621094,USD
2016-02-20,BTC-USD,Crypto,437.16400146484375,USD
2016-02-21,BTC-USD,Crypto,438.7980041503906,USD
2016-02-22,BTC-USD,Crypto,437.74798583984375,USD
2016-02-23,BTC-USD,Crypto,420.7359924316406,USD
2016-02-24,BTC-USD,Crypto,424.9549865722656,USD
2016-02-25,BTC-USD,Crypto,424.54400634765625,USD
2016-02-26,BTC-USD,Crypto,432.1520080566406,USD
2016-02-27,BTC-USD,Crypto,432.5190124511719,USD
2016-02-28,BTC-USD,Crypto,433.5039978027344,USD
2016-02-29,BTC-USD,Crypto,437.6969909667969,USD
2016-03-01,BTC-USD,Crypto,435.12298583984375,USD
2016-03-02,BTC-USD,Crypto,423.989013671875,USD
2016-03-03,BTC-USD,Crypto,421.6510009765625,USD
2016-03-04,BTC-USD,Crypto,410.9389953613281,USD
2016-03-05,BTC-USD,Crypto,400.57000732421875,USD
2016-03-06,BTC-USD,Crypto,407.7070007324219,USD
2016-03-07,BTC-USD,Crypto,414.3210144042969,USD
2016-03-08,BTC-USD,Crypto,413.97198486328125,USD
2016-03-09,BTC-USD,Crypto,414.8599853515625,USD
2016-03-10,BTC-USD,Crypto,417.1310119628906,USD
2016-03-11,BTC-USD,Crypto,421.69000244140625,USD
2016-03-12,BTC-USD,Crypto,411.6239929199219,USD
2016-03-13,BTC-USD,Crypto,414.06500244140625,USD
2016-03-14,BTC-USD,Crypto,416.43798828125,USD
2016-03-15,BTC-USD,Crypto,416.8299865722656,USD
2016-03-16,BTC-USD,Crypto,417.010986328125,USD
2016-03-17,BTC-USD,Crypto,420.6210021972656,USD
2016-03-18,BTC-USD,Crypto,409.5480041503906,USD
2016-03-19,BTC-USD,Crypto,410.4440002441406,USD
2016-03-20,BTC-USD,Crypto,413.7550048828125,USD
2016-03-21,BTC-USD,Crypto,413.3070068359375,USD
2016-03-22,BTC-USD,Crypto,418.0889892578125,USD
2016-03-23,BTC-USD,Crypto,418.0409851074219,USD
2016-03-24,BTC-USD,Crypto,416.3940124511719,USD
2016-03-25,BTC-USD,Crypto,417.177001953125,USD
2016-03-26,BTC-USD,Crypto,417.94500732421875,USD
2016-03-27,BTC-USD,Crypto,426.7650146484375,USD
2016-03-28,BTC-USD,Crypto,424.2309875488281,USD
2016-03-29,BTC-USD,Crypto,416.5159912109375,USD
2016-03-30,BTC-USD,Crypto,414.8160095214844,USD
2016-03-31,BTC-USD,Crypto,416.72900390625,USD
2016-04-01,BTC-USD,Crypto,417.9599914550781,USD
2016-04-02,BTC-USD,Crypto,420.87298583984375,USD
2016-04-03,BTC-USD,Crypto,420.90399169921875,USD
2016-04-04,BTC-USD,Crypto,421.4440002441406,USD
2016-04-05,BTC-USD,Crypto,424.0299987792969,USD
2016-04-06,BTC-USD,Crypto,423.4129943847656,USD
2016-04-07,BTC-USD,Crypto,422.7449951171875,USD
2016-04-08,BTC-USD,Crypto,420.3489990234375,USD
2016-04-09,BTC-USD,Crypto,419.4110107421875,USD
2016-04-10,BTC-USD,Crypto,421.5639953613281,USD
2016-04-11,BTC-USD,Crypto,422.4830017089844,USD
2016-04-12,BTC-USD,Crypto,425.19000244140625,USD
