ticker,first_date,last_date,n_rows,n_missing,mean,var,std,asset_class,currency
BTC-USD,2017-11-09,2025-09-04,1931,0,34100.1468524192,874803026.7345325,29577.069272234065,Crypto,USD
EUNL.DE,2017-11-09,2025-09-04,1931,0,68.82612799709167,334.04294398105407,18.27684173978245,ETF,EUR
QQQ,2017-11-09,2025-09-04,1931,0,307.956964153999,13814.762368691034,117.53621726383334,ETF,USD
TSLA,2017-11-09,2025-09-04,1931,0,169.80992090362517,13843.86618818497,117.65996000417886,Stock,USD
V,2017-11-09,2025-09-04,1931,0,210.20925012368232,3825.7011439223097,61.8522525371737,Stock,USD
VOO,2017-11-09,2025-09-04,1931,0,349.6207325489394,11057.073167937622,105.15261845497535,ETF,USD
XAR,2017-11-09,2025-09-04,1931,0,114.83307162916519,934.2423378825821,30.56537809160198,ETF,USD
XRP-USD,2017-11-09,2025-09-04,1931,0,0.7200820261196791,0.44609424915469337,0.6679028740428457,Crypto,USD
